"Plot Title: 20086583 (Piti)"
"#","Date Time, GMT+10:00","Temp, °C (LGR S/N: 20086583, SEN S/N: 20086583)","Intensity, Lux (LGR S/N: 20086583, SEN S/N: 20086583)","Coupler Attached (LGR S/N: 20086583)","Coupler Detached (LGR S/N: 20086583)","Host Connected (LGR S/N: 20086583)","Stopped (LGR S/N: 20086583)","End Of File (LGR S/N: 20086583)"
71,11/15/19 12:00:00 PM,31.472,27555.7,,,,,
72,11/15/19 01:00:00 PM,30.963,7577.8,,,,,
73,11/15/19 02:00:00 PM,30.457,7233.4,,,,,
74,11/15/19 03:00:00 PM,30.862,5166.7,,,,,
75,11/15/19 04:00:00 PM,30.054,2238.9,,,,,
76,11/15/19 05:00:00 PM,29.953,839.6,,,,,
77,11/15/19 06:00:00 PM,29.652,0.0,,,,,
78,11/15/19 07:00:00 PM,29.652,0.0,,,,,
79,11/15/19 08:00:00 PM,29.552,0.0,,,,,
80,11/15/19 09:00:00 PM,29.552,0.0,,,,,
81,11/15/19 10:00:00 PM,29.452,0.0,,,,,
82,11/15/19 11:00:00 PM,29.452,0.0,,,,,
83,11/16/19 12:00:00 AM,29.352,0.0,,,,,
84,11/16/19 01:00:00 AM,29.252,0.0,,,,,
85,11/16/19 02:00:00 AM,29.053,0.0,,,,,
86,11/16/19 03:00:00 AM,28.853,0.0,,,,,
87,11/16/19 04:00:00 AM,28.655,0.0,,,,,
88,11/16/19 05:00:00 AM,28.456,0.0,,,,,
89,11/16/19 06:00:00 AM,28.060,0.0,,,,,
90,11/16/19 07:00:00 AM,28.853,1636.1,,,,,
91,11/16/19 08:00:00 AM,29.853,6200.0,,,,,
92,11/16/19 09:00:00 AM,29.452,2927.8,,,,,
93,11/16/19 10:00:00 AM,30.862,41333.6,,,,,
94,11/16/19 11:00:00 AM,30.963,13089.0,,,,,
95,11/16/19 12:00:00 PM,31.370,38578.0,,,,,
96,11/16/19 01:00:00 PM,31.574,23422.4,,,,,
97,11/16/19 02:00:00 PM,31.370,4477.8,,,,,
98,11/16/19 03:00:00 PM,31.574,10333.4,,,,,
99,11/16/19 04:00:00 PM,30.457,3100.0,,,,,
100,11/16/19 05:00:00 PM,30.457,2238.9,,,,,
101,11/16/19 06:00:00 PM,29.953,53.8,,,,,
102,11/16/19 07:00:00 PM,29.752,0.0,,,,,
103,11/16/19 08:00:00 PM,29.652,0.0,,,,,
104,11/16/19 09:00:00 PM,29.552,0.0,,,,,
105,11/16/19 10:00:00 PM,29.552,0.0,,,,,
106,11/16/19 11:00:00 PM,29.452,0.0,,,,,
107,11/17/19 12:00:00 AM,29.352,0.0,,,,,
108,11/17/19 01:00:00 AM,29.252,0.0,,,,,
109,11/17/19 02:00:00 AM,29.053,0.0,,,,,
110,11/17/19 03:00:00 AM,28.853,0.0,,,,,
111,11/17/19 04:00:00 AM,28.655,0.0,,,,,
112,11/17/19 05:00:00 AM,28.357,0.0,,,,,
113,11/17/19 06:00:00 AM,28.258,0.0,,,,,
114,11/17/19 07:00:00 AM,28.060,2669.5,,,,,
115,11/17/19 08:00:00 AM,28.853,3616.7,,,,,
116,11/17/19 09:00:00 AM,29.152,8266.7,,,,,
117,11/17/19 10:00:00 AM,30.054,20666.8,,,,,
118,11/17/19 11:00:00 AM,30.760,9300.1,,,,,
119,11/17/19 12:00:00 PM,30.356,14466.8,,,,,
120,11/17/19 01:00:00 PM,29.853,1377.8,,,,,
121,11/17/19 02:00:00 PM,29.352,1356.3,,,,,
122,11/17/19 03:00:00 PM,29.452,6200.0,,,,,
123,11/17/19 04:00:00 PM,29.452,3444.5,,,,,
124,11/17/19 05:00:00 PM,29.352,2066.7,,,,,
125,11/17/19 06:00:00 PM,29.252,0.0,,,,,
126,11/17/19 07:00:00 PM,29.352,0.0,,,,,
127,11/17/19 08:00:00 PM,29.152,0.0,,,,,
128,11/17/19 09:00:00 PM,29.352,0.0,,,,,
129,11/17/19 10:00:00 PM,29.252,0.0,,,,,
130,11/17/19 11:00:00 PM,29.252,0.0,,,,,
131,11/18/19 12:00:00 AM,29.252,0.0,,,,,
132,11/18/19 01:00:00 AM,29.252,0.0,,,,,
133,11/18/19 02:00:00 AM,28.953,0.0,,,,,
134,11/18/19 03:00:00 AM,28.555,0.0,,,,,
135,11/18/19 04:00:00 AM,28.456,0.0,,,,,
136,11/18/19 05:00:00 AM,28.258,0.0,,,,,
137,11/18/19 06:00:00 AM,28.159,0.0,,,,,
138,11/18/19 07:00:00 AM,28.357,904.2,,,,,
139,11/18/19 08:00:00 AM,29.152,13089.0,,,,,
140,11/18/19 09:00:00 AM,29.953,22044.6,,,,,
141,11/18/19 10:00:00 AM,30.760,88178.4,,,,,
142,11/18/19 11:00:00 AM,30.356,24800.2,,,,,
143,11/18/19 12:00:00 PM,30.054,11022.3,,,,,
144,11/18/19 01:00:00 PM,30.054,14466.8,,,,,
145,11/18/19 02:00:00 PM,29.953,5511.1,,,,,
146,11/18/19 03:00:00 PM,29.953,8266.7,,,,,
147,11/18/19 04:00:00 PM,29.752,4994.5,,,,,
148,11/18/19 05:00:00 PM,29.652,1894.5,,,,,
149,11/18/19 06:00:00 PM,29.452,0.0,,,,,
150,11/18/19 07:00:00 PM,29.352,0.0,,,,,
151,11/18/19 08:00:00 PM,29.352,0.0,,,,,
152,11/18/19 09:00:00 PM,29.352,0.0,,,,,
153,11/18/19 10:00:00 PM,29.452,0.0,,,,,
154,11/18/19 11:00:00 PM,29.352,0.0,,,,,
155,11/19/19 12:00:00 AM,29.352,0.0,,,,,
156,11/19/19 01:00:00 AM,29.352,0.0,,,,,
157,11/19/19 02:00:00 AM,29.352,0.0,,,,,
158,11/19/19 03:00:00 AM,29.252,0.0,,,,,
159,11/19/19 04:00:00 AM,29.053,0.0,,,,,
160,11/19/19 05:00:00 AM,28.853,0.0,,,,,
161,11/19/19 06:00:00 AM,28.754,0.0,,,,,
162,11/19/19 07:00:00 AM,28.655,1722.2,,,,,
163,11/19/19 08:00:00 AM,29.352,5338.9,,,,,
164,11/19/19 09:00:00 AM,30.154,11711.2,,,,,
165,11/19/19 10:00:00 AM,30.659,35822.5,,,,,
166,11/19/19 11:00:00 AM,31.064,71644.9,,,,,
167,11/19/19 12:00:00 PM,30.862,38578.0,,,,,
168,11/19/19 01:00:00 PM,30.963,18600.1,,,,,
169,11/19/19 02:00:00 PM,30.862,20666.8,,,,,
170,11/19/19 03:00:00 PM,30.558,7233.4,,,,,
171,11/19/19 04:00:00 PM,30.054,2755.6,,,,,
172,11/19/19 05:00:00 PM,29.953,2583.4,,,,,
173,11/19/19 06:00:00 PM,29.552,43.1,,,,,
174,11/19/19 07:00:00 PM,29.452,0.0,,,,,
175,11/19/19 08:00:00 PM,29.352,0.0,,,,,
176,11/19/19 09:00:00 PM,29.352,0.0,,,,,
177,11/19/19 10:00:00 PM,29.352,0.0,,,,,
178,11/19/19 11:00:00 PM,29.252,0.0,,,,,
179,11/20/19 12:00:00 AM,29.352,0.0,,,,,
180,11/20/19 01:00:00 AM,29.252,0.0,,,,,
181,11/20/19 02:00:00 AM,29.252,0.0,,,,,
182,11/20/19 03:00:00 AM,29.152,0.0,,,,,
183,11/20/19 04:00:00 AM,29.152,0.0,,,,,
184,11/20/19 05:00:00 AM,28.754,0.0,,,,,
185,11/20/19 06:00:00 AM,28.456,0.0,,,,,
186,11/20/19 07:00:00 AM,28.357,1722.2,,,,,
187,11/20/19 08:00:00 AM,29.053,7577.8,,,,,
188,11/20/19 09:00:00 AM,30.154,11022.3,,,,,
189,11/20/19 10:00:00 AM,30.356,16533.4,,,,,
190,11/20/19 11:00:00 AM,31.268,33066.9,,,,,
191,11/20/19 12:00:00 PM,30.963,15155.7,,,,,
192,11/20/19 01:00:00 PM,31.064,39955.8,,,,,
193,11/20/19 02:00:00 PM,30.862,8266.7,,,,,
194,11/20/19 03:00:00 PM,30.255,4650.0,,,,,
195,11/20/19 04:00:00 PM,30.054,4650.0,,,,,
196,11/20/19 05:00:00 PM,29.853,2152.8,,,,,
197,11/20/19 06:00:00 PM,29.552,10.8,,,,,
198,11/20/19 07:00:00 PM,29.552,0.0,,,,,
199,11/20/19 08:00:00 PM,29.452,0.0,,,,,
200,11/20/19 09:00:00 PM,29.352,0.0,,,,,
201,11/20/19 10:00:00 PM,29.352,0.0,,,,,
202,11/20/19 11:00:00 PM,29.252,0.0,,,,,
203,11/21/19 12:00:00 AM,29.352,0.0,,,,,
204,11/21/19 01:00:00 AM,29.452,0.0,,,,,
205,11/21/19 02:00:00 AM,29.252,0.0,,,,,
206,11/21/19 03:00:00 AM,29.352,0.0,,,,,
207,11/21/19 04:00:00 AM,29.352,0.0,,,,,
208,11/21/19 05:00:00 AM,29.252,0.0,,,,,
209,11/21/19 06:00:00 AM,28.953,0.0,,,,,
210,11/21/19 07:00:00 AM,28.953,2066.7,,,,,
211,11/21/19 08:00:00 AM,29.452,7577.8,,,,,
212,11/21/19 09:00:00 AM,30.154,38578.0,,,,,
213,11/21/19 10:00:00 AM,30.862,42711.4,,,,,
214,11/21/19 11:00:00 AM,31.166,38578.0,,,,,
215,11/21/19 12:00:00 PM,31.370,46844.8,,,,,
216,11/21/19 01:00:00 PM,31.064,12400.1,,,,,
217,11/21/19 02:00:00 PM,30.760,20666.8,,,,,
218,11/21/19 03:00:00 PM,30.558,7577.8,,,,,
219,11/21/19 04:00:00 PM,30.356,4822.3,,,,,
220,11/21/19 05:00:00 PM,30.054,2066.7,,,,,
221,11/21/19 06:00:00 PM,29.752,21.5,,,,,
222,11/21/19 07:00:00 PM,29.552,0.0,,,,,
223,11/21/19 08:00:00 PM,29.452,0.0,,,,,
224,11/21/19 09:00:00 PM,29.252,0.0,,,,,
225,11/21/19 10:00:00 PM,29.152,0.0,,,,,
226,11/21/19 11:00:00 PM,29.152,0.0,,,,,
227,11/22/19 12:00:00 AM,29.053,0.0,,,,,
228,11/22/19 01:00:00 AM,29.252,0.0,,,,,
229,11/22/19 02:00:00 AM,29.152,0.0,,,,,
230,11/22/19 03:00:00 AM,29.053,0.0,,,,,
231,11/22/19 04:00:00 AM,29.053,0.0,,,,,
232,11/22/19 05:00:00 AM,29.152,0.0,,,,,
233,11/22/19 06:00:00 AM,28.853,0.0,,,,,
234,11/22/19 07:00:00 AM,28.853,2755.6,,,,,
235,11/22/19 08:00:00 AM,29.053,8611.2,,,,,
236,11/22/19 09:00:00 AM,29.752,22044.6,,,,,
237,11/22/19 10:00:00 AM,30.659,20666.8,,,,,
238,11/22/19 11:00:00 AM,31.064,10333.4,,,,,
239,11/22/19 12:00:00 PM,31.166,22044.6,,,,,
240,11/22/19 01:00:00 PM,30.760,38578.0,,,,,
241,11/22/19 02:00:00 PM,30.760,14466.8,,,,,
242,11/22/19 03:00:00 PM,30.054,6200.0,,,,,
243,11/22/19 04:00:00 PM,29.752,3272.2,,,,,
244,11/22/19 05:00:00 PM,29.652,2325.0,,,,,
245,11/22/19 06:00:00 PM,29.252,10.8,,,,,
246,11/22/19 07:00:00 PM,29.252,0.0,,,,,
247,11/22/19 08:00:00 PM,29.053,0.0,,,,,
248,11/22/19 09:00:00 PM,28.754,0.0,,,,,
249,11/22/19 10:00:00 PM,28.655,0.0,,,,,
250,11/22/19 11:00:00 PM,28.456,0.0,,,,,
251,11/23/19 12:00:00 AM,28.456,0.0,,,,,
252,11/23/19 01:00:00 AM,28.754,0.0,,,,,
253,11/23/19 02:00:00 AM,28.853,0.0,,,,,
254,11/23/19 03:00:00 AM,28.953,0.0,,,,,
255,11/23/19 04:00:00 AM,29.152,0.0,,,,,
256,11/23/19 05:00:00 AM,29.152,0.0,,,,,
257,11/23/19 06:00:00 AM,29.053,0.0,,,,,
258,11/23/19 07:00:00 AM,29.152,1636.1,,,,,
259,11/23/19 08:00:00 AM,29.352,10333.4,,,,,
260,11/23/19 09:00:00 AM,29.252,16533.4,,,,,
261,11/23/19 10:00:00 AM,29.652,17222.3,,,,,
262,11/23/19 11:00:00 AM,30.659,19977.9,,,,,
263,11/23/19 12:00:00 PM,30.558,17911.2,,,,,
264,11/23/19 01:00:00 PM,29.953,12400.1,,,,,
265,11/23/19 02:00:00 PM,29.953,13089.0,,,,,
266,11/23/19 03:00:00 PM,29.953,8611.2,,,,,
267,11/23/19 04:00:00 PM,29.853,7233.4,,,,,
268,11/23/19 05:00:00 PM,29.652,2325.0,,,,,
269,11/23/19 06:00:00 PM,29.452,10.8,,,,,
270,11/23/19 07:00:00 PM,29.452,0.0,,,,,
271,11/23/19 08:00:00 PM,29.452,0.0,,,,,
272,11/23/19 09:00:00 PM,29.352,0.0,,,,,
273,11/23/19 10:00:00 PM,29.252,0.0,,,,,
274,11/23/19 11:00:00 PM,29.252,0.0,,,,,
275,11/24/19 12:00:00 AM,29.252,0.0,,,,,
276,11/24/19 01:00:00 AM,29.252,0.0,,,,,
277,11/24/19 02:00:00 AM,29.252,0.0,,,,,
278,11/24/19 03:00:00 AM,29.152,0.0,,,,,
279,11/24/19 04:00:00 AM,29.252,0.0,,,,,
280,11/24/19 05:00:00 AM,29.252,0.0,,,,,
281,11/24/19 06:00:00 AM,29.252,0.0,,,,,
282,11/24/19 07:00:00 AM,29.352,1463.9,,,,,
283,11/24/19 08:00:00 AM,29.552,7233.4,,,,,
284,11/24/19 09:00:00 AM,30.054,46844.8,,,,,
285,11/24/19 10:00:00 AM,29.853,5511.1,,,,,
286,11/24/19 11:00:00 AM,30.760,28933.5,,,,,
287,11/24/19 12:00:00 PM,30.457,8266.7,,,,,
288,11/24/19 01:00:00 PM,30.760,20666.8,,,,,
289,11/24/19 02:00:00 PM,30.356,17222.3,,,,,
290,11/24/19 03:00:00 PM,30.457,12400.1,,,,,
291,11/24/19 04:00:00 PM,29.853,8266.7,,,,,
292,11/24/19 05:00:00 PM,29.652,3444.5,,,,,
293,11/24/19 06:00:00 PM,29.452,32.3,,,,,
294,11/24/19 07:00:00 PM,29.352,0.0,,,,,
295,11/24/19 08:00:00 PM,29.252,0.0,,,,,
296,11/24/19 09:00:00 PM,29.152,0.0,,,,,
297,11/24/19 10:00:00 PM,29.053,0.0,,,,,
298,11/24/19 11:00:00 PM,28.953,0.0,,,,,
299,11/25/19 12:00:00 AM,28.754,0.0,,,,,
300,11/25/19 01:00:00 AM,28.655,0.0,,,,,
301,11/25/19 02:00:00 AM,28.754,0.0,,,,,
302,11/25/19 03:00:00 AM,28.853,0.0,,,,,
303,11/25/19 04:00:00 AM,29.053,0.0,,,,,
304,11/25/19 05:00:00 AM,29.252,0.0,,,,,
305,11/25/19 06:00:00 AM,29.252,0.0,,,,,
306,11/25/19 07:00:00 AM,29.352,3788.9,,,,,
307,11/25/19 08:00:00 AM,29.552,6200.0,,,,,
308,11/25/19 09:00:00 AM,29.953,10677.8,,,,,
309,11/25/19 10:00:00 AM,29.752,10677.8,,,,,
310,11/25/19 11:00:00 AM,30.760,52355.9,,,,,
311,11/25/19 12:00:00 PM,30.255,11022.3,,,,,
312,11/25/19 01:00:00 PM,30.255,19289.0,,,,,
313,11/25/19 02:00:00 PM,30.558,15155.7,,,,,
314,11/25/19 03:00:00 PM,29.953,7233.4,,,,,
315,11/25/19 04:00:00 PM,29.853,4994.5,,,,,
316,11/25/19 05:00:00 PM,29.452,2066.7,,,,,
317,11/25/19 06:00:00 PM,29.252,21.5,,,,,
318,11/25/19 07:00:00 PM,29.252,0.0,,,,,
319,11/25/19 08:00:00 PM,29.152,0.0,,,,,
320,11/25/19 09:00:00 PM,29.152,0.0,,,,,
321,11/25/19 10:00:00 PM,28.953,0.0,,,,,
322,11/25/19 11:00:00 PM,28.754,0.0,,,,,
323,11/26/19 12:00:00 AM,28.456,0.0,,,,,
324,11/26/19 01:00:00 AM,28.357,0.0,,,,,
325,11/26/19 02:00:00 AM,28.258,0.0,,,,,
326,11/26/19 03:00:00 AM,28.555,0.0,,,,,
327,11/26/19 04:00:00 AM,28.754,0.0,,,,,
328,11/26/19 05:00:00 AM,28.953,0.0,,,,,
329,11/26/19 06:00:00 AM,29.053,0.0,,,,,
330,11/26/19 07:00:00 AM,29.152,1216.3,,,,,
331,11/26/19 08:00:00 AM,29.352,5338.9,,,,,
332,11/26/19 09:00:00 AM,29.652,11022.3,,,,,
333,11/26/19 10:00:00 AM,30.154,20666.8,,,,,
334,11/26/19 11:00:00 AM,30.054,27555.7,,,,,
335,11/26/19 12:00:00 PM,29.752,14466.8,,,,,
336,11/26/19 01:00:00 PM,29.953,14466.8,,,,,
337,11/26/19 02:00:00 PM,29.953,14466.8,,,,,
338,11/26/19 03:00:00 PM,29.853,8266.7,,,,,
339,11/26/19 04:00:00 PM,29.352,2583.4,,,,,
340,11/26/19 05:00:00 PM,29.252,914.9,,,,,
341,11/26/19 06:00:00 PM,29.152,0.0,,,,,
342,11/26/19 07:00:00 PM,29.152,0.0,,,,,
343,11/26/19 08:00:00 PM,29.053,0.0,,,,,
344,11/26/19 09:00:00 PM,28.953,0.0,,,,,
345,11/26/19 10:00:00 PM,28.853,0.0,,,,,
346,11/26/19 11:00:00 PM,28.754,0.0,,,,,
347,11/27/19 12:00:00 AM,28.754,0.0,,,,,
348,11/27/19 01:00:00 AM,28.555,0.0,,,,,
349,11/27/19 02:00:00 AM,28.258,0.0,,,,,
350,11/27/19 03:00:00 AM,28.655,0.0,,,,,
351,11/27/19 04:00:00 AM,28.456,0.0,,,,,
352,11/27/19 05:00:00 AM,28.456,0.0,,,,,
353,11/27/19 06:00:00 AM,28.754,0.0,,,,,
354,11/27/19 07:00:00 AM,28.754,86.1,,,,,
355,11/27/19 08:00:00 AM,28.754,247.6,,,,,
356,11/27/19 09:00:00 AM,28.754,527.4,,,,,
357,11/27/19 10:00:00 AM,28.754,279.9,,,,,
358,11/27/19 11:00:00 AM,28.853,2497.2,,,,,
359,11/27/19 12:00:00 PM,28.853,1808.3,,,,,
360,11/27/19 01:00:00 PM,28.655,1356.3,,,,,
361,11/27/19 02:00:00 PM,28.953,3272.2,,,,,
362,11/27/19 03:00:00 PM,28.953,4994.5,,,,,
363,11/27/19 04:00:00 PM,28.953,656.6,,,,,
364,11/27/19 05:00:00 PM,28.853,893.4,,,,,
365,11/27/19 06:00:00 PM,28.853,0.0,,,,,
366,11/27/19 07:00:00 PM,28.953,0.0,,,,,
367,11/27/19 08:00:00 PM,28.953,0.0,,,,,
368,11/27/19 09:00:00 PM,28.953,0.0,,,,,
369,11/27/19 10:00:00 PM,28.853,0.0,,,,,
370,11/27/19 11:00:00 PM,28.853,0.0,,,,,
371,11/28/19 12:00:00 AM,28.754,0.0,,,,,
372,11/28/19 01:00:00 AM,28.456,0.0,,,,,
373,11/28/19 02:00:00 AM,28.258,0.0,,,,,
374,11/28/19 03:00:00 AM,28.159,0.0,,,,,
375,11/28/19 04:00:00 AM,28.456,0.0,,,,,
376,11/28/19 05:00:00 AM,28.754,0.0,,,,,
377,11/28/19 06:00:00 AM,28.953,0.0,,,,,
378,11/28/19 07:00:00 AM,29.053,1334.7,,,,,
379,11/28/19 08:00:00 AM,29.252,4133.4,,,,,
380,11/28/19 09:00:00 AM,29.352,5511.1,,,,,
381,11/28/19 10:00:00 AM,29.953,33066.9,,,,,
382,11/28/19 11:00:00 AM,30.356,21355.7,,,,,
383,11/28/19 12:00:00 PM,30.154,21355.7,,,,,
384,11/28/19 01:00:00 PM,30.356,28933.5,,,,,
385,11/28/19 02:00:00 PM,29.853,11022.3,,,,,
386,11/28/19 03:00:00 PM,29.953,9644.5,,,,,
387,11/28/19 04:00:00 PM,29.652,7577.8,,,,,
388,11/28/19 05:00:00 PM,29.352,2497.2,,,,,
389,11/28/19 06:00:00 PM,29.152,0.0,,,,,
390,11/28/19 07:00:00 PM,29.152,0.0,,,,,
391,11/28/19 08:00:00 PM,29.152,0.0,,,,,
392,11/28/19 09:00:00 PM,29.053,0.0,,,,,
393,11/28/19 10:00:00 PM,28.953,0.0,,,,,
394,11/28/19 11:00:00 PM,28.754,0.0,,,,,
395,11/29/19 12:00:00 AM,28.555,0.0,,,,,
396,11/29/19 01:00:00 AM,28.357,0.0,,,,,
397,11/29/19 02:00:00 AM,28.258,0.0,,,,,
398,11/29/19 03:00:00 AM,28.258,0.0,,,,,
399,11/29/19 04:00:00 AM,28.159,0.0,,,,,
400,11/29/19 05:00:00 AM,28.060,0.0,,,,,
401,11/29/19 06:00:00 AM,27.961,0.0,,,,,
402,11/29/19 07:00:00 AM,28.853,1356.3,,,,,
403,11/29/19 08:00:00 AM,29.252,2755.6,,,,,
404,11/29/19 09:00:00 AM,29.352,5166.7,,,,,
405,11/29/19 10:00:00 AM,29.552,5166.7,,,,,
406,11/29/19 11:00:00 AM,30.054,9644.5,,,,,
407,11/29/19 12:00:00 PM,29.953,12400.1,,,,,
408,11/29/19 01:00:00 PM,29.953,5511.1,,,,,
409,11/29/19 02:00:00 PM,30.356,7233.4,,,,,
410,11/29/19 03:00:00 PM,30.356,12400.1,,,,,
411,11/29/19 04:00:00 PM,30.154,6200.0,,,,,
412,11/29/19 05:00:00 PM,29.652,1722.2,,,,,
413,11/29/19 06:00:00 PM,29.152,0.0,,,,,
414,11/29/19 07:00:00 PM,29.152,0.0,,,,,
415,11/29/19 08:00:00 PM,29.053,0.0,,,,,
416,11/29/19 09:00:00 PM,29.053,0.0,,,,,
417,11/29/19 10:00:00 PM,29.053,0.0,,,,,
418,11/29/19 11:00:00 PM,29.053,0.0,,,,,
419,11/30/19 12:00:00 AM,28.953,0.0,,,,,
420,11/30/19 01:00:00 AM,28.754,0.0,,,,,
421,11/30/19 02:00:00 AM,28.357,0.0,,,,,
422,11/30/19 03:00:00 AM,28.159,0.0,,,,,
423,11/30/19 04:00:00 AM,28.159,0.0,,,,,
424,11/30/19 05:00:00 AM,28.060,0.0,,,,,
425,11/30/19 06:00:00 AM,27.961,0.0,,,,,
426,11/30/19 07:00:00 AM,28.258,1259.4,,,,,
427,11/30/19 08:00:00 AM,29.352,5511.1,,,,,
428,11/30/19 09:00:00 AM,29.652,4305.6,,,,,
429,11/30/19 10:00:00 AM,30.154,12400.1,,,,,
430,11/30/19 11:00:00 AM,30.659,12400.1,,,,,
431,11/30/19 12:00:00 PM,30.457,14466.8,,,,,
432,11/30/19 01:00:00 PM,30.963,23422.4,,,,,
433,11/30/19 02:00:00 PM,30.862,10677.8,,,,,
434,11/30/19 03:00:00 PM,30.457,9644.5,,,,,
435,11/30/19 04:00:00 PM,30.054,5511.1,,,,,
436,11/30/19 05:00:00 PM,29.652,1270.1,,,,,
437,11/30/19 06:00:00 PM,29.352,21.5,,,,,
438,11/30/19 07:00:00 PM,29.152,0.0,,,,,
439,11/30/19 08:00:00 PM,29.152,0.0,,,,,
440,11/30/19 09:00:00 PM,29.152,0.0,,,,,
441,11/30/19 10:00:00 PM,29.053,0.0,,,,,
442,11/30/19 11:00:00 PM,29.053,0.0,,,,,
443,12/01/19 12:00:00 AM,29.053,0.0,,,,,
444,12/01/19 01:00:00 AM,28.953,0.0,,,,,
445,12/01/19 02:00:00 AM,28.853,0.0,,,,,
446,12/01/19 03:00:00 AM,28.853,0.0,,,,,
447,12/01/19 04:00:00 AM,28.655,0.0,,,,,
