"Plot Title: 20599078 (Piti)"
"#","Date Time, GMT+10:00","Abs Pres, kPa (LGR S/N: 20599078, SEN S/N: 20599078)","Temp, °C (LGR S/N: 20599078, SEN S/N: 20599078)"
52,11/17/19 01:00:00 PM,114.253,29.552
53,11/17/19 02:00:00 PM,113.003,29.053
54,11/17/19 03:00:00 PM,112.383,28.953
55,11/17/19 04:00:00 PM,111.931,29.053
56,11/17/19 05:00:00 PM,112.154,29.053
57,11/17/19 06:00:00 PM,112.275,29.053
58,11/17/19 07:00:00 PM,112.497,29.053
59,11/17/19 08:00:00 PM,112.919,28.953
60,11/17/19 09:00:00 PM,113.892,29.053
61,11/17/19 10:00:00 PM,113.747,28.953
62,11/17/19 11:00:00 PM,113.121,28.953
63,11/18/19 12:00:00 AM,113.030,28.953
64,11/18/19 01:00:00 AM,111.584,28.953
65,11/18/19 02:00:00 AM,109.148,28.655
66,11/18/19 03:00:00 AM,107.774,28.357
67,11/18/19 04:00:00 AM,106.433,28.159
68,11/18/19 05:00:00 AM,105.992,27.961
69,11/18/19 06:00:00 AM,106.403,27.862
70,11/18/19 07:00:00 AM,107.279,28.060
71,11/18/19 08:00:00 AM,109.047,28.357
72,11/18/19 09:00:00 AM,111.099,29.252
73,11/18/19 10:00:00 AM,112.508,29.352
74,11/18/19 11:00:00 AM,113.310,29.452
75,11/18/19 12:00:00 PM,115.180,29.452
76,11/18/19 01:00:00 PM,115.628,29.552
77,11/18/19 02:00:00 PM,115.325,29.552
78,11/18/19 03:00:00 PM,114.483,29.452
79,11/18/19 04:00:00 PM,112.740,29.352
80,11/18/19 05:00:00 PM,113.576,29.252
81,11/18/19 06:00:00 PM,113.118,29.152
82,11/18/19 07:00:00 PM,112.467,29.053
83,11/18/19 08:00:00 PM,112.892,29.053
84,11/18/19 09:00:00 PM,113.549,29.053
85,11/18/19 10:00:00 PM,114.856,29.152
86,11/18/19 11:00:00 PM,113.690,29.053
87,11/19/19 12:00:00 AM,113.977,29.152
88,11/19/19 01:00:00 AM,112.962,29.053
89,11/19/19 02:00:00 AM,111.389,29.152
90,11/19/19 03:00:00 AM,110.351,28.953
91,11/19/19 04:00:00 AM,108.697,28.754
92,11/19/19 05:00:00 AM,107.133,28.555
93,11/19/19 06:00:00 AM,106.898,28.456
94,11/19/19 07:00:00 AM,106.995,28.357
95,11/19/19 08:00:00 AM,107.925,28.655
96,11/19/19 09:00:00 AM,110.085,29.152
97,11/19/19 10:00:00 AM,111.308,29.452
98,11/19/19 11:00:00 AM,112.882,29.652
99,11/19/19 12:00:00 PM,114.062,29.853
100,11/19/19 01:00:00 PM,114.031,29.853
101,11/19/19 02:00:00 PM,116.556,30.054
102,11/19/19 03:00:00 PM,114.119,29.752
103,11/19/19 04:00:00 PM,113.458,29.652
104,11/19/19 05:00:00 PM,114.253,29.552
105,11/19/19 06:00:00 PM,111.847,29.252
106,11/19/19 07:00:00 PM,112.137,29.152
107,11/19/19 08:00:00 PM,113.155,29.053
108,11/19/19 09:00:00 PM,112.568,29.053
109,11/19/19 10:00:00 PM,113.357,29.053
110,11/19/19 11:00:00 PM,113.640,29.053
111,11/20/19 12:00:00 AM,114.064,29.053
112,11/20/19 01:00:00 AM,113.397,29.053
113,11/20/19 02:00:00 AM,112.201,28.953
114,11/20/19 03:00:00 AM,111.470,28.853
115,11/20/19 04:00:00 AM,109.883,28.853
116,11/20/19 05:00:00 AM,108.424,28.456
117,11/20/19 06:00:00 AM,107.282,28.159
118,11/20/19 07:00:00 AM,106.763,28.060
119,11/20/19 08:00:00 AM,107.144,28.258
120,11/20/19 09:00:00 AM,108.188,28.953
121,11/20/19 10:00:00 AM,109.876,29.552
122,11/20/19 11:00:00 AM,111.167,29.752
123,11/20/19 12:00:00 PM,113.330,29.752
124,11/20/19 01:00:00 PM,114.470,29.953
125,11/20/19 02:00:00 PM,114.587,29.853
126,11/20/19 03:00:00 PM,114.833,29.652
127,11/20/19 04:00:00 PM,114.314,29.552
128,11/20/19 05:00:00 PM,113.020,29.552
129,11/20/19 06:00:00 PM,112.528,29.352
130,11/20/19 07:00:00 PM,111.645,29.252
131,11/20/19 08:00:00 PM,111.803,29.152
132,11/20/19 09:00:00 PM,111.335,29.053
133,11/20/19 10:00:00 PM,113.033,29.053
134,11/20/19 11:00:00 PM,112.841,29.053
135,11/21/19 12:00:00 AM,113.822,29.053
136,11/21/19 01:00:00 AM,113.512,29.152
137,11/21/19 02:00:00 AM,113.771,29.053
138,11/21/19 03:00:00 AM,112.912,29.053
139,11/21/19 04:00:00 AM,111.679,29.053
140,11/21/19 05:00:00 AM,110.917,28.953
141,11/21/19 06:00:00 AM,109.482,28.655
142,11/21/19 07:00:00 AM,108.488,28.555
143,11/21/19 08:00:00 AM,107.959,28.754
144,11/21/19 09:00:00 AM,108.026,29.252
145,11/21/19 10:00:00 AM,109.040,29.652
146,11/21/19 11:00:00 AM,110.149,29.853
147,11/21/19 12:00:00 PM,112.343,29.853
148,11/21/19 01:00:00 PM,113.782,29.953
149,11/21/19 02:00:00 PM,114.456,29.853
150,11/21/19 03:00:00 PM,114.881,29.853
151,11/21/19 04:00:00 PM,115.241,29.752
152,11/21/19 05:00:00 PM,114.206,29.652
153,11/21/19 06:00:00 PM,112.986,29.452
154,11/21/19 07:00:00 PM,112.444,29.252
155,11/21/19 08:00:00 PM,111.156,29.152
156,11/21/19 09:00:00 PM,110.526,29.053
157,11/21/19 10:00:00 PM,110.034,28.853
158,11/21/19 11:00:00 PM,110.550,28.853
159,11/22/19 12:00:00 AM,111.187,28.853
160,11/22/19 01:00:00 AM,113.090,28.953
161,11/22/19 02:00:00 AM,113.299,28.853
162,11/22/19 03:00:00 AM,113.218,28.853
163,11/22/19 04:00:00 AM,113.215,28.754
164,11/22/19 05:00:00 AM,112.036,28.853
165,11/22/19 06:00:00 AM,111.422,28.655
166,11/22/19 07:00:00 AM,110.075,28.555
167,11/22/19 08:00:00 AM,108.778,28.456
168,11/22/19 09:00:00 AM,107.959,28.754
169,11/22/19 10:00:00 AM,108.447,29.452
170,11/22/19 11:00:00 AM,109.647,29.652
171,11/22/19 12:00:00 PM,110.715,29.853
172,11/22/19 01:00:00 PM,112.343,29.853
173,11/22/19 02:00:00 PM,114.058,29.752
174,11/22/19 03:00:00 PM,114.395,29.552
175,11/22/19 04:00:00 PM,115.470,29.352
176,11/22/19 05:00:00 PM,115.325,29.252
177,11/22/19 06:00:00 PM,112.902,29.053
178,11/22/19 07:00:00 PM,112.686,28.953
179,11/22/19 08:00:00 PM,111.416,28.754
180,11/22/19 09:00:00 PM,110.226,28.555
181,11/22/19 10:00:00 PM,109.674,28.357
182,11/22/19 11:00:00 PM,109.529,28.258
183,11/23/19 12:00:00 AM,110.456,28.159
184,11/23/19 01:00:00 AM,111.507,28.456
185,11/23/19 02:00:00 AM,112.352,28.655
186,11/23/19 03:00:00 AM,113.303,28.655
187,11/23/19 04:00:00 AM,113.835,28.853
188,11/23/19 05:00:00 AM,113.724,28.853
189,11/23/19 06:00:00 AM,113.127,28.853
190,11/23/19 07:00:00 AM,112.117,28.853
191,11/23/19 08:00:00 AM,111.278,28.853
192,11/23/19 09:00:00 AM,110.493,28.655
193,11/23/19 10:00:00 AM,109.529,28.853
194,11/23/19 11:00:00 AM,109.694,29.552
195,11/23/19 12:00:00 PM,110.857,29.853
196,11/23/19 01:00:00 PM,112.225,29.352
197,11/23/19 02:00:00 PM,113.569,29.352
198,11/23/19 03:00:00 PM,115.207,29.352
199,11/23/19 04:00:00 PM,115.456,29.252
200,11/23/19 05:00:00 PM,115.406,29.252
201,11/23/19 06:00:00 PM,115.503,29.152
202,11/23/19 07:00:00 PM,113.754,29.152
203,11/23/19 08:00:00 PM,112.723,29.152
204,11/23/19 09:00:00 PM,111.901,29.053
205,11/23/19 10:00:00 PM,110.274,29.053
206,11/23/19 11:00:00 PM,110.796,28.953
207,11/24/19 12:00:00 AM,110.240,28.953
208,11/24/19 01:00:00 AM,110.482,28.953
209,11/24/19 02:00:00 AM,110.887,28.953
210,11/24/19 03:00:00 AM,112.167,28.853
211,11/24/19 04:00:00 AM,113.970,28.953
212,11/24/19 05:00:00 AM,114.034,29.053
213,11/24/19 06:00:00 AM,115.537,28.953
214,11/24/19 07:00:00 AM,114.327,29.053
215,11/24/19 08:00:00 AM,112.791,29.053
216,11/24/19 09:00:00 AM,112.450,29.152
217,11/24/19 10:00:00 AM,110.877,29.252
218,11/24/19 11:00:00 AM,109.893,29.452
219,11/24/19 12:00:00 PM,110.422,29.552
220,11/24/19 01:00:00 PM,112.100,29.552
221,11/24/19 02:00:00 PM,112.983,29.652
222,11/24/19 03:00:00 PM,113.448,29.652
223,11/24/19 04:00:00 PM,114.257,29.352
224,11/24/19 05:00:00 PM,114.924,29.352
225,11/24/19 06:00:00 PM,114.482,29.152
226,11/24/19 07:00:00 PM,114.398,29.053
227,11/24/19 08:00:00 PM,113.313,28.953
228,11/24/19 09:00:00 PM,111.399,28.853
229,11/24/19 10:00:00 PM,109.687,28.754
230,11/24/19 11:00:00 PM,108.178,28.655
231,11/25/19 12:00:00 AM,107.292,28.456
232,11/25/19 01:00:00 AM,107.521,28.357
233,11/25/19 02:00:00 AM,108.768,28.456
234,11/25/19 03:00:00 AM,109.866,28.655
235,11/25/19 04:00:00 AM,111.992,28.754
236,11/25/19 05:00:00 AM,114.506,28.953
237,11/25/19 06:00:00 AM,114.698,28.953
238,11/25/19 07:00:00 AM,114.657,28.953
239,11/25/19 08:00:00 AM,114.317,29.053
240,11/25/19 09:00:00 AM,113.674,29.152
241,11/25/19 10:00:00 AM,112.167,29.152
242,11/25/19 11:00:00 AM,111.588,29.352
243,11/25/19 12:00:00 PM,111.153,29.352
244,11/25/19 01:00:00 PM,111.446,29.352
245,11/25/19 02:00:00 PM,112.029,29.552
246,11/25/19 03:00:00 PM,112.932,29.352
247,11/25/19 04:00:00 PM,113.586,29.252
248,11/25/19 05:00:00 PM,115.490,29.053
249,11/25/19 06:00:00 PM,115.072,28.953
250,11/25/19 07:00:00 PM,114.041,28.953
251,11/25/19 08:00:00 PM,113.461,28.853
252,11/25/19 09:00:00 PM,111.793,28.853
253,11/25/19 10:00:00 PM,109.819,28.754
254,11/25/19 11:00:00 PM,108.565,28.456
255,11/26/19 12:00:00 AM,107.214,28.258
256,11/26/19 01:00:00 AM,106.318,28.060
257,11/26/19 02:00:00 AM,107.023,27.961
258,11/26/19 03:00:00 AM,108.508,28.258
259,11/26/19 04:00:00 AM,110.890,28.456
260,11/26/19 05:00:00 AM,112.575,28.655
261,11/26/19 06:00:00 AM,114.347,28.754
262,11/26/19 07:00:00 AM,114.613,28.853
263,11/26/19 08:00:00 AM,115.334,28.953
264,11/26/19 09:00:00 AM,114.125,29.053
265,11/26/19 10:00:00 AM,113.552,29.152
266,11/26/19 11:00:00 AM,112.676,29.252
267,11/26/19 12:00:00 PM,110.937,29.252
268,11/26/19 01:00:00 PM,111.439,29.152
269,11/26/19 02:00:00 PM,111.241,29.252
270,11/26/19 03:00:00 PM,111.797,29.252
271,11/26/19 04:00:00 PM,112.649,29.053
272,11/26/19 05:00:00 PM,114.344,28.953
273,11/26/19 06:00:00 PM,115.392,28.853
274,11/26/19 07:00:00 PM,115.836,28.853
275,11/26/19 08:00:00 PM,114.054,28.754
276,11/26/19 09:00:00 PM,114.232,28.655
277,11/26/19 10:00:00 PM,111.625,28.655
278,11/26/19 11:00:00 PM,109.529,28.555
279,11/27/19 12:00:00 AM,107.716,28.456
280,11/27/19 01:00:00 AM,107.851,28.258
281,11/27/19 02:00:00 AM,106.750,27.961
282,11/27/19 03:00:00 AM,107.309,28.357
283,11/27/19 04:00:00 AM,109.233,28.159
284,11/27/19 05:00:00 AM,111.712,28.258
285,11/27/19 06:00:00 AM,112.208,28.555
286,11/27/19 07:00:00 AM,114.650,28.456
287,11/27/19 08:00:00 AM,114.195,28.456
288,11/27/19 09:00:00 AM,115.246,28.456
289,11/27/19 10:00:00 AM,114.509,28.456
290,11/27/19 11:00:00 AM,113.491,28.555
291,11/27/19 12:00:00 PM,111.702,28.555
292,11/27/19 01:00:00 PM,111.988,28.357
293,11/27/19 02:00:00 PM,110.681,28.555
294,11/27/19 03:00:00 PM,112.197,28.555
295,11/27/19 04:00:00 PM,112.787,28.655
296,11/27/19 05:00:00 PM,113.511,28.555
297,11/27/19 06:00:00 PM,114.603,28.555
298,11/27/19 07:00:00 PM,115.183,28.655
299,11/27/19 08:00:00 PM,114.323,28.655
300,11/27/19 09:00:00 PM,113.970,28.655
301,11/27/19 10:00:00 PM,112.241,28.655
302,11/27/19 11:00:00 PM,110.621,28.555
303,11/28/19 12:00:00 AM,107.827,28.456
304,11/28/19 01:00:00 AM,105.836,28.159
305,11/28/19 02:00:00 AM,105.102,27.961
306,11/28/19 03:00:00 AM,105.133,27.961
307,11/28/19 04:00:00 AM,106.797,28.159
308,11/28/19 05:00:00 AM,108.808,28.456
309,11/28/19 06:00:00 AM,111.200,28.655
310,11/28/19 07:00:00 AM,113.245,28.754
311,11/28/19 08:00:00 AM,115.422,28.853
312,11/28/19 09:00:00 AM,115.291,28.853
313,11/28/19 10:00:00 AM,114.789,28.953
314,11/28/19 11:00:00 AM,114.893,29.053
315,11/28/19 12:00:00 PM,113.502,29.152
316,11/28/19 01:00:00 PM,112.589,29.352
317,11/28/19 02:00:00 PM,112.474,29.252
318,11/28/19 03:00:00 PM,111.493,29.252
319,11/28/19 04:00:00 PM,112.386,29.053
320,11/28/19 05:00:00 PM,112.770,29.053
321,11/28/19 06:00:00 PM,113.916,28.853
322,11/28/19 07:00:00 PM,113.026,28.853
323,11/28/19 08:00:00 PM,114.118,28.853
324,11/28/19 09:00:00 PM,113.195,28.754
325,11/28/19 10:00:00 PM,112.059,28.655
326,11/28/19 11:00:00 PM,110.277,28.555
327,11/29/19 12:00:00 AM,108.026,28.357
328,11/29/19 01:00:00 AM,105.874,28.060
329,11/29/19 02:00:00 AM,104.748,27.961
330,11/29/19 03:00:00 AM,104.162,27.961
331,11/29/19 04:00:00 AM,104.627,27.961
332,11/29/19 05:00:00 AM,106.450,27.764
333,11/29/19 06:00:00 AM,108.232,27.567
334,11/29/19 07:00:00 AM,111.416,28.456
335,11/29/19 08:00:00 AM,112.639,28.754
336,11/29/19 09:00:00 AM,114.536,28.953
337,11/29/19 10:00:00 AM,115.641,29.053
338,11/29/19 11:00:00 AM,114.681,29.053
339,11/29/19 12:00:00 PM,113.960,29.252
340,11/29/19 01:00:00 PM,113.327,29.352
341,11/29/19 02:00:00 PM,112.218,29.452
342,11/29/19 03:00:00 PM,111.039,29.552
343,11/29/19 04:00:00 PM,111.433,29.552
344,11/29/19 05:00:00 PM,112.134,29.352
345,11/29/19 06:00:00 PM,112.282,28.953
346,11/29/19 07:00:00 PM,113.522,28.853
347,11/29/19 08:00:00 PM,114.286,28.754
348,11/29/19 09:00:00 PM,115.590,28.754
349,11/29/19 10:00:00 PM,113.255,28.754
350,11/29/19 11:00:00 PM,112.123,28.754
351,11/30/19 12:00:00 AM,110.715,28.655
352,11/30/19 01:00:00 AM,108.515,28.456
353,11/30/19 02:00:00 AM,106.291,28.159
354,11/30/19 03:00:00 AM,104.829,27.961
355,11/30/19 04:00:00 AM,104.553,27.862
356,11/30/19 05:00:00 AM,105.187,27.764
357,11/30/19 06:00:00 AM,107.185,27.665
358,11/30/19 07:00:00 AM,109.971,27.862
359,11/30/19 08:00:00 AM,111.759,28.754
360,11/30/19 09:00:00 AM,113.141,28.953
361,11/30/19 10:00:00 AM,114.175,29.053
362,11/30/19 11:00:00 AM,115.096,29.352
363,11/30/19 12:00:00 PM,114.543,29.452
364,11/30/19 01:00:00 PM,114.173,29.853
365,11/30/19 02:00:00 PM,113.162,29.853
366,11/30/19 03:00:00 PM,112.400,29.752
367,11/30/19 04:00:00 PM,112.181,29.552
368,11/30/19 05:00:00 PM,111.989,29.252
369,11/30/19 06:00:00 PM,112.073,29.053
370,11/30/19 07:00:00 PM,112.787,28.953
371,11/30/19 08:00:00 PM,112.895,28.853
372,11/30/19 09:00:00 PM,112.673,28.853
373,11/30/19 10:00:00 PM,112.309,28.853
374,11/30/19 11:00:00 PM,112.133,28.754
375,12/01/19 12:00:00 AM,110.648,28.754
376,12/01/19 01:00:00 AM,109.131,28.754
377,12/01/19 02:00:00 AM,107.046,28.655
378,12/01/19 03:00:00 AM,105.455,28.555
379,12/01/19 04:00:00 AM,104.936,28.456
380,12/01/19 05:00:00 AM,105.233,28.258
381,12/01/19 06:00:00 AM,106.302,27.862
382,12/01/19 07:00:00 AM,108.445,27.567
383,12/01/19 08:00:00 AM,110.577,28.456
384,12/01/19 09:00:00 AM,112.181,28.953
385,12/01/19 10:00:00 AM,115.085,29.053
386,12/01/19 11:00:00 AM,115.779,28.953
387,12/01/19 12:00:00 PM,116.470,29.053
388,12/01/19 01:00:00 PM,114.378,29.053
389,12/01/19 02:00:00 PM,113.876,29.152
390,12/01/19 03:00:00 PM,114.519,29.352
391,12/01/19 04:00:00 PM,114.270,29.152
392,12/01/19 05:00:00 PM,113.141,28.953
393,12/01/19 06:00:00 PM,113.464,28.953
394,12/01/19 07:00:00 PM,113.815,28.853
395,12/01/19 08:00:00 PM,114.118,28.853
396,12/01/19 09:00:00 PM,114.856,28.853
397,12/01/19 10:00:00 PM,114.199,28.853
398,12/01/19 11:00:00 PM,114.276,28.754
399,12/02/19 12:00:00 AM,113.003,28.754
400,12/02/19 01:00:00 AM,111.982,28.754
401,12/02/19 02:00:00 AM,110.455,28.754
402,12/02/19 03:00:00 AM,110.007,28.655
403,12/02/19 04:00:00 AM,108.650,28.555
404,12/02/19 05:00:00 AM,107.891,28.555
405,12/02/19 06:00:00 AM,107.929,28.456
406,12/02/19 07:00:00 AM,108.943,28.555
407,12/02/19 08:00:00 AM,111.796,28.655
408,12/02/19 09:00:00 AM,111.914,28.853
409,12/02/19 10:00:00 AM,114.115,29.053
410,12/02/19 11:00:00 AM,116.345,28.953
411,12/02/19 12:00:00 PM,115.028,29.152
412,12/02/19 01:00:00 PM,115.436,29.252
413,12/02/19 02:00:00 PM,114.533,29.152
414,12/02/19 03:00:00 PM,114.661,29.053
415,12/02/19 04:00:00 PM,113.498,29.053
416,12/02/19 05:00:00 PM,113.758,28.953
417,12/02/19 06:00:00 PM,112.356,28.754
418,12/02/19 07:00:00 PM,113.404,28.655
419,12/02/19 08:00:00 PM,112.524,28.655
420,12/02/19 09:00:00 PM,112.403,28.655
421,12/02/19 10:00:00 PM,113.370,28.555
422,12/02/19 11:00:00 PM,112.592,28.555
423,12/03/19 12:00:00 AM,112.534,28.655
424,12/03/19 01:00:00 AM,112.110,28.655
425,12/03/19 02:00:00 AM,111.914,28.555
426,12/03/19 03:00:00 AM,109.785,28.357
427,12/03/19 04:00:00 AM,109.007,28.357
428,12/03/19 05:00:00 AM,108.060,28.159
429,12/03/19 06:00:00 AM,107.696,28.159
430,12/03/19 07:00:00 AM,107.922,28.258
431,12/03/19 08:00:00 AM,108.795,28.357
432,12/03/19 09:00:00 AM,110.391,28.655
433,12/03/19 10:00:00 AM,112.258,28.853
434,12/03/19 11:00:00 AM,113.694,29.152
435,12/03/19 12:00:00 PM,114.149,29.152
436,12/03/19 01:00:00 PM,114.597,29.252
437,12/03/19 02:00:00 PM,113.390,29.152
438,12/03/19 03:00:00 PM,113.562,29.152
439,12/03/19 04:00:00 PM,113.057,29.152
440,12/03/19 05:00:00 PM,112.639,29.053
441,12/03/19 06:00:00 PM,112.295,28.754
442,12/03/19 07:00:00 PM,112.049,28.655
443,12/03/19 08:00:00 PM,111.749,28.456
444,12/03/19 09:00:00 PM,111.709,28.456
445,12/03/19 10:00:00 PM,112.457,28.456
446,12/03/19 11:00:00 PM,112.133,28.456
447,12/04/19 12:00:00 AM,112.298,28.258
448,12/04/19 01:00:00 AM,112.487,28.456
449,12/04/19 02:00:00 AM,112.036,28.258
450,12/04/19 03:00:00 AM,110.631,28.258
451,12/04/19 04:00:00 AM,109.388,28.258
452,12/04/19 05:00:00 AM,108.737,28.159
453,12/04/19 06:00:00 AM,107.791,27.961
454,12/04/19 07:00:00 AM,107.575,27.862
455,12/04/19 08:00:00 AM,108.397,27.961
456,12/04/19 09:00:00 AM,109.411,28.357
457,12/04/19 10:00:00 AM,110.685,28.655
458,12/04/19 11:00:00 AM,111.813,28.853
459,12/04/19 12:00:00 PM,113.094,29.053
460,12/04/19 01:00:00 PM,113.906,29.152
461,12/04/19 02:00:00 PM,114.721,29.053
462,12/04/19 03:00:00 PM,114.590,29.053
463,12/04/19 04:00:00 PM,113.414,28.953
464,12/04/19 05:00:00 PM,112.898,28.953
465,12/04/19 06:00:00 PM,112.346,28.754
466,12/04/19 07:00:00 PM,111.086,28.555
467,12/04/19 08:00:00 PM,110.958,28.357
468,12/04/19 09:00:00 PM,110.469,28.258
469,12/04/19 10:00:00 PM,110.479,28.258
470,12/04/19 11:00:00 PM,110.819,28.159
471,12/05/19 12:00:00 AM,111.426,28.159
472,12/05/19 01:00:00 AM,111.486,28.159
473,12/05/19 02:00:00 AM,111.736,28.357
474,12/05/19 03:00:00 AM,111.038,28.357
475,12/05/19 04:00:00 AM,110.496,28.159
476,12/05/19 05:00:00 AM,110.149,28.060
477,12/05/19 06:00:00 AM,109.145,27.961
478,12/05/19 07:00:00 AM,108.320,27.764
479,12/05/19 08:00:00 AM,108.370,27.764
480,12/05/19 09:00:00 AM,108.845,28.357
481,12/05/19 10:00:00 AM,109.721,28.853
482,12/05/19 11:00:00 AM,110.907,29.252
483,12/05/19 12:00:00 PM,112.127,28.853
484,12/05/19 01:00:00 PM,113.626,28.953
485,12/05/19 02:00:00 PM,113.394,28.953
486,12/05/19 03:00:00 PM,113.006,29.152
487,12/05/19 04:00:00 PM,113.104,29.053
488,12/05/19 05:00:00 PM,112.966,28.853
489,12/05/19 06:00:00 PM,112.268,28.555
490,12/05/19 07:00:00 PM,111.766,28.357
491,12/05/19 08:00:00 PM,110.786,28.060
492,12/05/19 09:00:00 PM,110.264,28.159
493,12/05/19 10:00:00 PM,110.240,28.060
494,12/05/19 11:00:00 PM,109.974,27.961
495,12/06/19 12:00:00 AM,110.408,27.961
496,12/06/19 01:00:00 AM,111.241,28.060
497,12/06/19 02:00:00 AM,111.338,28.258
498,12/06/19 03:00:00 AM,111.962,28.159
499,12/06/19 04:00:00 AM,111.877,28.357
500,12/06/19 05:00:00 AM,112.181,28.357
501,12/06/19 06:00:00 AM,111.197,28.258
502,12/06/19 07:00:00 AM,110.223,28.159
503,12/06/19 08:00:00 AM,109.563,28.060
504,12/06/19 09:00:00 AM,109.290,28.357
505,12/06/19 10:00:00 AM,109.404,28.754
506,12/06/19 11:00:00 AM,110.968,29.252
507,12/06/19 12:00:00 PM,111.227,29.452
508,12/06/19 01:00:00 PM,112.262,29.252
509,12/06/19 02:00:00 PM,112.781,29.053
510,12/06/19 03:00:00 PM,113.424,28.953
511,12/06/19 04:00:00 PM,113.340,28.853
512,12/06/19 05:00:00 PM,113.751,28.754
513,12/06/19 06:00:00 PM,112.581,28.555
514,12/06/19 07:00:00 PM,111.921,28.456
515,12/06/19 08:00:00 PM,111.530,28.258
516,12/06/19 09:00:00 PM,110.213,28.159
517,12/06/19 10:00:00 PM,109.378,27.961
518,12/06/19 11:00:00 PM,109.010,27.862
519,12/07/19 12:00:00 AM,109.967,27.764
520,12/07/19 01:00:00 AM,110.328,27.961
521,12/07/19 02:00:00 AM,111.038,28.060
522,12/07/19 03:00:00 AM,111.884,28.258
523,12/07/19 04:00:00 AM,113.390,28.258
524,12/07/19 05:00:00 AM,112.757,28.357
525,12/07/19 06:00:00 AM,112.440,28.258
526,12/07/19 07:00:00 AM,111.716,28.060
527,12/07/19 08:00:00 AM,110.772,28.258
528,12/07/19 09:00:00 AM,110.520,28.555
529,12/07/19 10:00:00 AM,109.798,29.053
530,12/07/19 11:00:00 AM,110.594,29.552
531,12/07/19 12:00:00 PM,111.082,29.352
532,12/07/19 01:00:00 PM,111.999,29.252
533,12/07/19 02:00:00 PM,113.667,29.252
534,12/07/19 03:00:00 PM,113.330,29.152
535,12/07/19 04:00:00 PM,113.815,29.152
536,12/07/19 05:00:00 PM,114.088,28.853
537,12/07/19 06:00:00 PM,113.656,28.655
538,12/07/19 07:00:00 PM,112.346,28.456
539,12/07/19 08:00:00 PM,111.008,28.357
540,12/07/19 09:00:00 PM,109.930,28.159
541,12/07/19 10:00:00 PM,108.818,27.862
542,12/07/19 11:00:00 PM,108.216,27.665
543,12/08/19 12:00:00 AM,108.007,27.468
544,12/08/19 01:00:00 AM,109.024,27.665
545,12/08/19 02:00:00 AM,110.462,28.060
546,12/08/19 03:00:00 AM,112.154,28.159
547,12/08/19 04:00:00 AM,112.100,28.357
548,12/08/19 05:00:00 AM,113.060,28.357
549,12/08/19 06:00:00 AM,113.498,28.456
550,12/08/19 07:00:00 AM,113.198,28.258
551,12/08/19 08:00:00 AM,112.605,28.357
